structure_id,set_id,group,theme,terrain_adaptation,structure_type,source
bettermineshafts:mineshaft_mushroom,bettermineshafts:mineshafts,deco,deco,none,bettermineshafts:mineshaft,YungsBetterMineshafts-1.21.1-Fabric-5.1.1.jar
bettermineshafts:mineshaft_oak,bettermineshafts:mineshafts,deco,deco,none,bettermineshafts:mineshaft,YungsBetterMineshafts-1.21.1-Fabric-5.1.1.jar
bettermineshafts:mineshaft_overgrown,bettermineshafts:mineshafts,deco,deco,none,bettermineshafts:mineshaft,YungsBetterMineshafts-1.21.1-Fabric-5.1.1.jar
bettermineshafts:mineshaft_red_desert,bettermineshafts:mineshafts,deco,deco,none,bettermineshafts:mineshaft,YungsBetterMineshafts-1.21.1-Fabric-5.1.1.jar
bettermineshafts:mineshaft_spruce,bettermineshafts:mineshafts,deco,deco,none,bettermineshafts:mineshaft,YungsBetterMineshafts-1.21.1-Fabric-5.1.1.jar
bettermineshafts:mineshaft_spruce_snowy,bettermineshafts:mineshafts,deco,deco,none,bettermineshafts:mineshaft,YungsBetterMineshafts-1.21.1-Fabric-5.1.1.jar
nova_structures:desert_ruins,nova_structures:desert_ruins,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:jungle_ruins,nova_structures:jungle_ruins,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_bee_keeper,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_big_remnant,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_big_remnant_2,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_big_remnant_3,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_birch_graveyard,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_bridge_remnant,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_bunny_base,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_classic_village,nova_structures:remnants,deco,deco,beard_thin,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_desert_remnant,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_forest_smith,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_frog_ranch,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_graveyard,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_medium_remnant,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_medium_remnant_2,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_miner_hut,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_mud_brick_constructor,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_ominous_shop,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_ruin_farmer,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_ruin_smith,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_sawmill,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_school_remnant,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_taiga_castle,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_woodland_hud,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:remnant_zombie_horse_ranch,nova_structures:remnants,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:well_birch,nova_structures:wells,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:well_dark_oak,nova_structures:wells,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:well_jungle,nova_structures:wells,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:well_oak,nova_structures:wells,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:well_savana,nova_structures:wells,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:well_spruce,nova_structures:wells,deco,deco,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:wild_ruin,nova_structures:wild_ruin,deco,deco,beard_thin,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
paradise_lost:remains,paradise_lost:remains,deco,deco,beard_thin,minecraft:jigsaw,paradise-lost-2.4.6-beta+1.21.1.jar
supplementaries:road_sign,supplementaries:road_signs,deco,deco,beard_thin,supplementaries:road_sign,supplementaries-fabric-1.21.1-3.8.2.jar
towns_and_towers:mimic_desert,towns_and_towers:other,deco,deco,none,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:wreckage_ocean,towns_and_towers:other,deco,deco,none,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
minecraft:nether_fossil,minecraft:nether_fossils,deco,deco,beard_thin,minecraft:nether_fossil,vanilla
minecraft:ruined_portal,minecraft:ruined_portals,deco,deco,none,minecraft:ruined_portal,vanilla
minecraft:ruined_portal_desert,minecraft:ruined_portals,deco,deco,none,minecraft:ruined_portal,vanilla
minecraft:ruined_portal_jungle,minecraft:ruined_portals,deco,deco,none,minecraft:ruined_portal,vanilla
minecraft:ruined_portal_mountain,minecraft:ruined_portals,deco,deco,none,minecraft:ruined_portal,vanilla
minecraft:ruined_portal_nether,minecraft:ruined_portals,deco,deco,none,minecraft:ruined_portal,vanilla
minecraft:ruined_portal_ocean,minecraft:ruined_portals,deco,deco,none,minecraft:ruined_portal,vanilla
minecraft:ruined_portal_swamp,minecraft:ruined_portals,deco,deco,none,minecraft:ruined_portal,vanilla
minecraft:trail_ruins,minecraft:trail_ruins,deco,deco,bury,minecraft:jigsaw,vanilla
epic:medium_ice_dungeon,epic:medium_dungeons,dungeons,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
epic:medium_plains_dungeon,epic:medium_dungeons,dungeons,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
epic:medium_sand_dungeon,epic:medium_dungeons,dungeons,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
epic:small_ice_dungeon,epic:small_dungeons,dungeons,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
epic:small_plains_dungeon,epic:small_dungeons,dungeons,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
epic:small_sand_dungeon,epic:small_dungeons,dungeons,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
incendium:forbidden_castle,incendium:greater_structures,dungeons,dungeon,none,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
incendium:nether_reactor,incendium:greater_structures,dungeons,dungeon,beard_thin,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
incendium:sanctum,incendium:greater_structures,dungeons,dungeon,none,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
mes:phantom_citadel,mes:phantom_citadel,dungeons,dungeon,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mns:grave_yard,mns:grave_yard,dungeons,dungeon,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mvs:gallows,mvs:gallows,dungeons,dungeon,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:nether_devil,mvs:nether_devil,dungeons,dungeon,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:small_pillager_tower,mvs:small_pillager_tower,dungeons,dungeon,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:villager_statue,mvs:villager_statue,dungeons,dungeon,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
philipsruins:ancient_crypt,philipsruins:ancient_crypt,dungeons,dungeon,beard_box,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:ancient_dungeon,philipsruins:ancient_dungeon,dungeons,dungeon,bury,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:antiquus_crypta,philipsruins:antiquus_crypta,dungeons,dungeon,beard_box,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:bone_dungeon,philipsruins:underground_structures,dungeons,dungeon,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:lost_soul_city,philipsruins:lost_soul_city,dungeons,dungeon,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:lost_soul_dungeon,philipsruins:underground_structures,dungeons,dungeon,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:nether_lava_ruins,philipsruins:nether_structures,dungeons,dungeon,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:ocean_fortress,philipsruins:ocean_fortress_main,dungeons,dungeon,beard_box,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:sculk_dungeon,philipsruins:underground_structures,dungeons,dungeon,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:sealedruinedghaststatue1,philipsruins:nether_structures,dungeons,dungeon,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
philipsruins:underground_structures,philipsruins:underground_structures,dungeons,dungeon,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
terralith:spire,terralith:rare_dungeon,dungeons,dungeon,none,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:underground/frosted_dungeon,terralith:underground_dungeon,dungeons,dungeon,beard_box,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
betterdeserttemples:desert_temple,betterdeserttemples:desert_temples,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterDesertTemples-1.21.1-Fabric-4.1.5.jar
betterdungeons:skeleton_dungeon,betterdungeons:skeleton_dungeons,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterDungeons-1.21.1-Fabric-5.1.4.jar
betterdungeons:small_dungeon,betterdungeons:small_dungeons,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterDungeons-1.21.1-Fabric-5.1.4.jar
betterdungeons:small_nether_dungeon,betterdungeons:small_nether_dungeons,dungeons,dungeon,none,betterdungeons:small_nether_dungeon,YungsBetterDungeons-1.21.1-Fabric-5.1.4.jar
betterdungeons:spider_dungeon,betterdungeons:spider_dungeons,dungeons,dungeon,none,betterdungeons:spider_dungeon,YungsBetterDungeons-1.21.1-Fabric-5.1.4.jar
betterdungeons:zombie_dungeon,betterdungeons:zombie_dungeons,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterDungeons-1.21.1-Fabric-5.1.4.jar
betterjungletemples:jungle_temple,betterjungletemples:jungle_temples,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterJungleTemples-1.21.1-Fabric-3.1.2.jar
betterfortresses:fortress,betterfortresses:fortress,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterNetherFortresses-1.21.1-Fabric-3.1.5.jar
betteroceanmonuments:ocean_monument,betteroceanmonuments:ocean_monument,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterOceanMonuments-1.21.1-Fabric-4.1.2.jar
betterwitchhuts:witch_circle,betterwitchhuts:witch_circle,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterWitchHuts-1.21.1-Fabric-4.1.1.jar
betterwitchhuts:witch_hut,betterwitchhuts:witch_hut,dungeons,dungeon,none,yungsapi:yung_jigsaw,YungsBetterWitchHuts-1.21.1-Fabric-4.1.1.jar
adventuredungeons:bygonedungeon,adventuredungeons:bygonedungeon,dungeons,dungeon,encapsulate,minecraft:jigsaw,adventuredungeons-fabric-1.21-1.3.1.jar
adventuredungeons:coldlair,adventuredungeons:coldlair,dungeons,dungeon,encapsulate,minecraft:jigsaw,adventuredungeons-fabric-1.21-1.3.1.jar
adventuredungeons:murkydungeon,adventuredungeons:murkydungeon,dungeons,dungeon,encapsulate,minecraft:jigsaw,adventuredungeons-fabric-1.21-1.3.1.jar
adventuredungeons:ruins_desert,adventuredungeons:ruins_desert,dungeons,dungeon,beard_thin,minecraft:jigsaw,adventuredungeons-fabric-1.21-1.3.1.jar
adventuredungeons:ruins_snow,adventuredungeons:ruins_snow,dungeons,dungeon,beard_thin,minecraft:jigsaw,adventuredungeons-fabric-1.21-1.3.1.jar
adventuredungeons:ruins_standard,adventuredungeons:ruins_standard,dungeons,dungeon,beard_thin,minecraft:jigsaw,adventuredungeons-fabric-1.21-1.3.1.jar
adventuredungeons:trialrooms,adventuredungeons:trialrooms,dungeons,dungeon,encapsulate,minecraft:jigsaw,adventuredungeons-fabric-1.21-1.3.1.jar
adventuredungeons:underground_camp,adventuredungeons:underground_camp,dungeons,dungeon,none,minecraft:jigsaw,adventuredungeons-fabric-1.21-1.3.1.jar
ddd:minor_dungeon_desert,ddd:dddungeons,dungeons,dungeon,none,minecraft:jigsaw,deadly-deadly-dungeon-1.0.4.jar
ddd:minor_dungeon_frozen,ddd:dddungeons,dungeons,dungeon,none,minecraft:jigsaw,deadly-deadly-dungeon-1.0.4.jar
ddd:minor_dungeon_plains,ddd:dddungeons,dungeons,dungeon,none,minecraft:jigsaw,deadly-deadly-dungeon-1.0.4.jar
ddd:monolithic_tower,ddd:dddtowers,dungeons,dungeon,beard_thin,minecraft:jigsaw,deadly-deadly-dungeon-1.0.4.jar
ddd:spider_lair,ddd:dddungeons,dungeons,dungeon,none,minecraft:jigsaw,deadly-deadly-dungeon-1.0.4.jar
dungeons_plus:cold_dungeon,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:deepwater_dungeon,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:dungeon_ruins,dungeons_plus:ruins,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:dusty_tomb,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:frozen_dungeon,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:infested_dungeon,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:lush_dungeon,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:mouldy_dungeon,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:muddy_dungeon,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:scorched_tomb,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
dungeons_plus:webbed_dungeon,dungeons_plus:dungeons,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons+-1.10.1.jar
nova_structures:bunker,nova_structures:bunker,dungeons,dungeon,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:creeping_crypt,nova_structures:creeping_crypt,dungeons,dungeon,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:illager_camp,nova_structures:illager_camp,dungeons,dungeon,beard_thin,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:illager_hideout,nova_structures:illager_hideout,dungeons,dungeon,encapsulate,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:mangrove_witch_hut,nova_structures:mangrove_witch_hut,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:nether_skeleton_tower_crimson,nova_structures:nether_skeleton_towers,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:nether_skeleton_tower_soul,nova_structures:nether_skeleton_towers,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:nether_skeleton_tower_warped,nova_structures:nether_skeleton_towers,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:nether_skeleton_tower_waste,nova_structures:nether_skeleton_towers,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:piglin_camp,nova_structures:nether_camps,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:skeleton_camp_crimson,nova_structures:nether_camps,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:skeleton_camp_soul,nova_structures:nether_camps,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:skeleton_camp_warped,nova_structures:nether_camps,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:skeleton_camp_waste,nova_structures:nether_camps,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:toxic_lair,nova_structures:swamp_structure,dungeons,dungeon,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:trident_trial_monument,nova_structures:trident_trial_monument,dungeons,dungeon,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:undead_crypt,nova_structures:undead_crypt,dungeons,dungeon,encapsulate,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:witch_villa,nova_structures:swamp_structure,dungeons,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
friendsandfoes:citadel,friendsandfoes:citadel,dungeons,dungeon,none,friendsandfoes:citadel_structure,friendsandfoes-fabric-4.0.26+mc1.21.1.jar
friendsandfoes:iceologer_cabin,friendsandfoes:iceologer_cabin,dungeons,dungeon,beard_thin,friendsandfoes:iceologer_cabin_structure,friendsandfoes-fabric-4.0.26+mc1.21.1.jar
friendsandfoes:illusioner_shack,friendsandfoes:illusioner_shack,dungeons,dungeon,beard_thin,friendsandfoes:illusioner_shack_structure,friendsandfoes-fabric-4.0.26+mc1.21.1.jar
friendsandfoes:illusioner_training_grounds,friendsandfoes:illusioner_training_grounds,dungeons,dungeon,beard_thin,friendsandfoes:illusioner_training_grounds_structure,friendsandfoes-fabric-4.0.26+mc1.21.1.jar
paradise_lost:vault,paradise_lost:vault,dungeons,dungeon,encapsulate,minecraft:jigsaw,paradise-lost-2.4.6-beta+1.21.1.jar
towns_and_towers:exclusives/pillager_outpost_classic,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/pillager_outpost_iberian,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/pillager_outpost_mediterranean,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/pillager_outpost_nilotic,towns_and_towers:towers,dungeons,dungeon,none,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/pillager_outpost_oriental,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/pillager_outpost_rustic,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/pillager_outpost_swedish,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/pillager_outpost_tudor,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_badlands,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_beach,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_birch_forest,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_desert,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_flower_forest,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_forest,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_grove,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_jungle,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_meadow,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_mushroom_fields,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_ocean,towns_and_towers:towers,dungeons,dungeon,none,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_old_growth_taiga,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_savanna,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_savanna_plateau,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_snowy_beach,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_snowy_plains,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_snowy_slopes,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_snowy_taiga,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_sparse_jungle,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_sunflower_plains,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_swamp,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_taiga,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:pillager_outpost_wooded_badlands,towns_and_towers:towers,dungeons,dungeon,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
minecraft:ancient_city,minecraft:ancient_cities,dungeons,dungeon,beard_box,minecraft:jigsaw,vanilla
minecraft:bastion_remnant,minecraft:nether_complexes,dungeons,dungeon,none,minecraft:jigsaw,vanilla
minecraft:end_city,minecraft:end_cities,dungeons,dungeon,none,minecraft:end_city,vanilla
minecraft:fortress,minecraft:nether_complexes,dungeons,dungeon,none,minecraft:fortress,vanilla
minecraft:mineshaft,minecraft:mineshafts,dungeons,dungeon,none,minecraft:mineshaft,vanilla
minecraft:mineshaft_mesa,minecraft:mineshafts,dungeons,dungeon,none,minecraft:mineshaft,vanilla
minecraft:pillager_outpost,minecraft:pillager_outposts,dungeons,dungeon,beard_thin,minecraft:jigsaw,vanilla
minecraft:stronghold,minecraft:strongholds,dungeons,dungeon,bury,minecraft:stronghold,vanilla
minecraft:trial_chambers,minecraft:trial_chambers,dungeons,dungeon,encapsulate,minecraft:jigsaw,vanilla
dungeons_arise:aviary,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:bandit_towers,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:bandit_village,dungeons_arise:major_structures,endgame,dungeon,beard_thin,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:ceryneian_hind,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:coliseum,dungeons_arise:major_structures,endgame,dungeon,beard_box,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
